Country Name,Indicator Name,Year,Value
Slovak Republic,CO2 emissions (metric tons per capita),2002,7.3000205322300005
Slovak Republic,Domestic credit provided by financial sector (% of GDP),2002,50.4785660894
Slovak Republic,Electric power consumption (kWh per capita),2002,5051.59838956
Slovak Republic,Energy use (kg of oil equivalent per capita),2002,3483.86750611
Slovak Republic,Exports of goods and services (% of GDP),2002,57.4823922269
Slovak Republic,Imports of goods and services (% of GDP),2002,64.7137426173
Slovenia,CO2 emissions (metric tons per capita),2002,7.73101181732
Slovenia,Domestic credit provided by financial sector (% of GDP),2002,42.846042985
Slovenia,Electric power consumption (kWh per capita),2002,6380.95190346
Slovenia,Energy use (kg of oil equivalent per capita),2002,3424.45287862
Slovenia,Exports of goods and services (% of GDP),2002,52.157572901
Slovenia,Imports of goods and services (% of GDP),2002,51.169576112799994
Solomon Islands,CO2 emissions (metric tons per capita),2002,0.354142283274
Solomon Islands,Domestic credit provided by financial sector (% of GDP),2002,38.636147853000004
Solomon Islands,Electric power consumption (kWh per capita),2002,
Solomon Islands,Energy use (kg of oil equivalent per capita),2002,
Solomon Islands,Exports of goods and services (% of GDP),2002,20.066735013
Solomon Islands,Imports of goods and services (% of GDP),2002,30.479579354000002
Somalia,CO2 emissions (metric tons per capita),2002,0.0749590881954
Somalia,Domestic credit provided by financial sector (% of GDP),2002,
Somalia,Electric power consumption (kWh per capita),2002,
Somalia,Energy use (kg of oil equivalent per capita),2002,
Somalia,Exports of goods and services (% of GDP),2002,
Somalia,Imports of goods and services (% of GDP),2002,
South Africa,CO2 emissions (metric tons per capita),2002,7.847143959560001
South Africa,Domestic credit provided by financial sector (% of GDP),2002,155.248767198
South Africa,Electric power consumption (kWh per capita),2002,4598.8505217
South Africa,Energy use (kg of oil equivalent per capita),2002,2421.00577767
South Africa,Exports of goods and services (% of GDP),2002,31.7808541994
South Africa,Imports of goods and services (% of GDP),2002,27.9838152907
South Sudan,CO2 emissions (metric tons per capita),2002,
South Sudan,Domestic credit provided by financial sector (% of GDP),2002,
South Sudan,Electric power consumption (kWh per capita),2002,
South Sudan,Energy use (kg of oil equivalent per capita),2002,
South Sudan,Exports of goods and services (% of GDP),2002,
South Sudan,Imports of goods and services (% of GDP),2002,
Spain,CO2 emissions (metric tons per capita),2002,7.591280781669999
Spain,Domestic credit provided by financial sector (% of GDP),2002,119.99364730299999
Spain,Electric power consumption (kWh per capita),2002,5576.54626456
Spain,Energy use (kg of oil equivalent per capita),2002,3107.86734112
Spain,Exports of goods and services (% of GDP),2002,26.4771356274
Spain,Imports of goods and services (% of GDP),2002,28.505728104499997
Sri Lanka,CO2 emissions (metric tons per capita),2002,0.583769206399
Sri Lanka,Domestic credit provided by financial sector (% of GDP),2002,43.3157148597
Sri Lanka,Electric power consumption (kWh per capita),2002,305.084745763
Sri Lanka,Energy use (kg of oil equivalent per capita),2002,432.84856645
Sri Lanka,Exports of goods and services (% of GDP),2002,34.9133301978
Sri Lanka,Imports of goods and services (% of GDP),2002,41.4218015848
St. Kitts and Nevis,CO2 emissions (metric tons per capita),2002,4.21898370086
St. Kitts and Nevis,Domestic credit provided by financial sector (% of GDP),2002,89.38238991760001
St. Kitts and Nevis,Electric power consumption (kWh per capita),2002,
St. Kitts and Nevis,Energy use (kg of oil equivalent per capita),2002,
St. Kitts and Nevis,Exports of goods and services (% of GDP),2002,31.915748171300002
St. Kitts and Nevis,Imports of goods and services (% of GDP),2002,53.3535903879
St. Lucia,CO2 emissions (metric tons per capita),2002,2.03699334657
St. Lucia,Domestic credit provided by financial sector (% of GDP),2002,77.0628461942
St. Lucia,Electric power consumption (kWh per capita),2002,
St. Lucia,Energy use (kg of oil equivalent per capita),2002,
St. Lucia,Exports of goods and services (% of GDP),2002,42.7842480783
St. Lucia,Imports of goods and services (% of GDP),2002,53.7448345159
St. Martin (French part),CO2 emissions (metric tons per capita),2002,
St. Martin (French part),Domestic credit provided by financial sector (% of GDP),2002,
St. Martin (French part),Electric power consumption (kWh per capita),2002,
St. Martin (French part),Energy use (kg of oil equivalent per capita),2002,
St. Martin (French part),Exports of goods and services (% of GDP),2002,
St. Martin (French part),Imports of goods and services (% of GDP),2002,
St. Vincent and the Grenadines,CO2 emissions (metric tons per capita),2002,1.7292371706
St. Vincent and the Grenadines,Domestic credit provided by financial sector (% of GDP),2002,60.3901648909
St. Vincent and the Grenadines,Electric power consumption (kWh per capita),2002,
St. Vincent and the Grenadines,Energy use (kg of oil equivalent per capita),2002,
St. Vincent and the Grenadines,Exports of goods and services (% of GDP),2002,38.6055869635
St. Vincent and the Grenadines,Imports of goods and services (% of GDP),2002,46.509328591999996
Sudan,CO2 emissions (metric tons per capita),2002,0.22059860802900003
Sudan,Domestic credit provided by financial sector (% of GDP),2002,10.4065703933
Sudan,Electric power consumption (kWh per capita),2002,60.945762483
Sudan,Energy use (kg of oil equivalent per capita),2002,411.137505242
Sudan,Exports of goods and services (% of GDP),2002,13.978999307899999
Sudan,Imports of goods and services (% of GDP),2002,17.4173901149
Suriname,CO2 emissions (metric tons per capita),2002,3.4764298097199995
Suriname,Domestic credit provided by financial sector (% of GDP),2002,28.449766776799997
Suriname,Electric power consumption (kWh per capita),2002,
Suriname,Energy use (kg of oil equivalent per capita),2002,
Suriname,Exports of goods and services (% of GDP),2002,18.7908824916
Suriname,Imports of goods and services (% of GDP),2002,39.588682230799996
Swaziland,CO2 emissions (metric tons per capita),2002,1.0402644625
Swaziland,Domestic credit provided by financial sector (% of GDP),2002,13.0071829128
Swaziland,Electric power consumption (kWh per capita),2002,
Swaziland,Energy use (kg of oil equivalent per capita),2002,
Swaziland,Exports of goods and services (% of GDP),2002,78.5830337266
Swaziland,Imports of goods and services (% of GDP),2002,87.9314240116
Sweden,CO2 emissions (metric tons per capita),2002,6.43422859805
Sweden,Domestic credit provided by financial sector (% of GDP),2002,108.00439398600001
Sweden,Electric power consumption (kWh per capita),2002,15709.429669
Sweden,Energy use (kg of oil equivalent per capita),2002,5802.11010517
Sweden,Exports of goods and services (% of GDP),2002,42.090046368
Sweden,Imports of goods and services (% of GDP),2002,35.7735159206
Switzerland,CO2 emissions (metric tons per capita),2002,5.58651281656
Switzerland,Domestic credit provided by financial sector (% of GDP),2002,154.86537800899998
Switzerland,Electric power consumption (kWh per capita),2002,8031.43222564
Switzerland,Energy use (kg of oil equivalent per capita),2002,3553.18855698
Switzerland,Exports of goods and services (% of GDP),2002,48.9828808337
Switzerland,Imports of goods and services (% of GDP),2002,42.258312305100006
Syrian Arab Republic,CO2 emissions (metric tons per capita),2002,2.2982499036200004
Syrian Arab Republic,Domestic credit provided by financial sector (% of GDP),2002,26.3067697366
Syrian Arab Republic,Electric power consumption (kWh per capita),2002,1239.88668701
Syrian Arab Republic,Energy use (kg of oil equivalent per capita),2002,968.363563134
Syrian Arab Republic,Exports of goods and services (% of GDP),2002,38.0720076502
Syrian Arab Republic,Imports of goods and services (% of GDP),2002,30.541870993000003
Tajikistan,CO2 emissions (metric tons per capita),2002,0.29363392095400004
Tajikistan,Domestic credit provided by financial sector (% of GDP),2002,18.0479318964
Tajikistan,Electric power consumption (kWh per capita),2002,2147.34431403
Tajikistan,Energy use (kg of oil equivalent per capita),2002,332.064001069
Tajikistan,Exports of goods and services (% of GDP),2002,65.4611412159
Tajikistan,Imports of goods and services (% of GDP),2002,76.0922128963
Tanzania,CO2 emissions (metric tons per capita),2002,0.100123969892
Tanzania,Domestic credit provided by financial sector (% of GDP),2002,8.85909834113
Tanzania,Electric power consumption (kWh per capita),2002,67.29794162569999
Tanzania,Energy use (kg of oil equivalent per capita),2002,416.002267994
Tanzania,Exports of goods and services (% of GDP),2002,17.5807532131
Tanzania,Imports of goods and services (% of GDP),2002,19.8403332967
Thailand,CO2 emissions (metric tons per capita),2002,3.24809930494
Thailand,Domestic credit provided by financial sector (% of GDP),2002,120.717562012
Thailand,Electric power consumption (kWh per capita),2002,1615.86190265
Thailand,Energy use (kg of oil equivalent per capita),2002,1282.58023503
Thailand,Exports of goods and services (% of GDP),2002,60.645752601000005
Thailand,Imports of goods and services (% of GDP),2002,54.3239904201
Timor-Leste,CO2 emissions (metric tons per capita),2002,0.180309933541
Timor-Leste,Domestic credit provided by financial sector (% of GDP),2002,-8.68727343243
Timor-Leste,Electric power consumption (kWh per capita),2002,
Timor-Leste,Energy use (kg of oil equivalent per capita),2002,
Timor-Leste,Exports of goods and services (% of GDP),2002,8.558558558560001
Timor-Leste,Imports of goods and services (% of GDP),2002,193.243243243
Togo,CO2 emissions (metric tons per capita),2002,0.23959774573000003
Togo,Domestic credit provided by financial sector (% of GDP),2002,14.9432692997
Togo,Electric power consumption (kWh per capita),2002,97.2305057211
Togo,Energy use (kg of oil equivalent per capita),2002,424.03409757199995
Togo,Exports of goods and services (% of GDP),2002,36.5171714268
Togo,Imports of goods and services (% of GDP),2002,49.075804913199995
Tonga,CO2 emissions (metric tons per capita),2002,1.03707893541
Tonga,Domestic credit provided by financial sector (% of GDP),2002,42.400865013600004
Tonga,Electric power consumption (kWh per capita),2002,
Tonga,Energy use (kg of oil equivalent per capita),2002,
Tonga,Exports of goods and services (% of GDP),2002,18.8137630539
Tonga,Imports of goods and services (% of GDP),2002,43.6838582663
Trinidad and Tobago,CO2 emissions (metric tons per capita),2002,21.3045514305
Trinidad and Tobago,Domestic credit provided by financial sector (% of GDP),2002,44.4040589767
Trinidad and Tobago,Electric power consumption (kWh per capita),2002,4081.88818631
Trinidad and Tobago,Energy use (kg of oil equivalent per capita),2002,9356.78097414
Trinidad and Tobago,Exports of goods and services (% of GDP),2002,50.5866939066
Trinidad and Tobago,Imports of goods and services (% of GDP),2002,45.0173840824
Tunisia,CO2 emissions (metric tons per capita),2002,2.1398889105400003
Tunisia,Domestic credit provided by financial sector (% of GDP),2002,67.6302953674
Tunisia,Electric power consumption (kWh per capita),2002,1079.50640585
Tunisia,Energy use (kg of oil equivalent per capita),2002,801.489193653
Tunisia,Exports of goods and services (% of GDP),2002,40.7845866741
Tunisia,Imports of goods and services (% of GDP),2002,44.55707051979999
Turkey,CO2 emissions (metric tons per capita),2002,3.1582844952599998
Turkey,Domestic credit provided by financial sector (% of GDP),2002,47.4740646946
Turkey,Electric power consumption (kWh per capita),2002,1667.86521943
Turkey,Energy use (kg of oil equivalent per capita),2002,1139.69490969
Turkey,Exports of goods and services (% of GDP),2002,25.2173097246
Turkey,Imports of goods and services (% of GDP),2002,23.5827728271
Turkmenistan,CO2 emissions (metric tons per capita),2002,8.68807361986
Turkmenistan,Domestic credit provided by financial sector (% of GDP),2002,
Turkmenistan,Electric power consumption (kWh per capita),2002,1780.15082914
Turkmenistan,Energy use (kg of oil equivalent per capita),2002,3438.90967555
Turkmenistan,Exports of goods and services (% of GDP),2002,69.0493048187
Turkmenistan,Imports of goods and services (% of GDP),2002,53.4061969496
Turks and Caicos Islands,CO2 emissions (metric tons per capita),2002,4.55423183073
Turks and Caicos Islands,Domestic credit provided by financial sector (% of GDP),2002,
Turks and Caicos Islands,Electric power consumption (kWh per capita),2002,
Turks and Caicos Islands,Energy use (kg of oil equivalent per capita),2002,
Turks and Caicos Islands,Exports of goods and services (% of GDP),2002,
Turks and Caicos Islands,Imports of goods and services (% of GDP),2002,
Tuvalu,CO2 emissions (metric tons per capita),2002,
Tuvalu,Domestic credit provided by financial sector (% of GDP),2002,
Tuvalu,Electric power consumption (kWh per capita),2002,
Tuvalu,Energy use (kg of oil equivalent per capita),2002,
Tuvalu,Exports of goods and services (% of GDP),2002,
Tuvalu,Imports of goods and services (% of GDP),2002,
Uganda,CO2 emissions (metric tons per capita),2002,0.0614642554676
Uganda,Domestic credit provided by financial sector (% of GDP),2002,13.205251860999999
Uganda,Electric power consumption (kWh per capita),2002,
Uganda,Energy use (kg of oil equivalent per capita),2002,
Uganda,Exports of goods and services (% of GDP),2002,11.213279166600001
Uganda,Imports of goods and services (% of GDP),2002,25.064514991
Ukraine,CO2 emissions (metric tons per capita),2002,6.61144067216
Ukraine,Domestic credit provided by financial sector (% of GDP),2002,28.085990494
Ukraine,Electric power consumption (kWh per capita),2002,2844.81095379
Ukraine,Energy use (kg of oil equivalent per capita),2002,2813.15969089
Ukraine,Exports of goods and services (% of GDP),2002,55.0870200611
Ukraine,Imports of goods and services (% of GDP),2002,50.7067888933
United Arab Emirates,CO2 emissions (metric tons per capita),2002,24.9565514458
United Arab Emirates,Domestic credit provided by financial sector (% of GDP),2002,30.99603273
United Arab Emirates,Electric power consumption (kWh per capita),2002,12814.7410476
United Arab Emirates,Energy use (kg of oil equivalent per capita),2002,11958.4774577
United Arab Emirates,Exports of goods and services (% of GDP),2002,49.503347384099996
United Arab Emirates,Imports of goods and services (% of GDP),2002,43.5683114307
United Kingdom,CO2 emissions (metric tons per capita),2002,8.90412310805
United Kingdom,Domestic credit provided by financial sector (% of GDP),2002,129.101643113
United Kingdom,Electric power consumption (kWh per capita),2002,6142.74983363
United Kingdom,Energy use (kg of oil equivalent per capita),2002,3685.8654787
United Kingdom,Exports of goods and services (% of GDP),2002,23.8801451752
United Kingdom,Imports of goods and services (% of GDP),2002,26.6895890682
United States,CO2 emissions (metric tons per capita),2002,19.639195771
United States,Domestic credit provided by financial sector (% of GDP),2002,191.78522946299998
United States,Electric power consumption (kWh per capita),2002,13296.182299299999
United States,Energy use (kg of oil equivalent per capita),2002,7843.34484914
United States,Exports of goods and services (% of GDP),2002,9.13238644014
United States,Imports of goods and services (% of GDP),2002,13.0172733098
Uruguay,CO2 emissions (metric tons per capita),2002,1.3884433118900001
Uruguay,Domestic credit provided by financial sector (% of GDP),2002,99.9181443601
Uruguay,Electric power consumption (kWh per capita),2002,1997.73421841
Uruguay,Energy use (kg of oil equivalent per capita),2002,762.6981432010001
Uruguay,Exports of goods and services (% of GDP),2002,20.6216724822
Uruguay,Imports of goods and services (% of GDP),2002,19.4073948254
Uzbekistan,CO2 emissions (metric tons per capita),2002,5.06798311164
Uzbekistan,Domestic credit provided by financial sector (% of GDP),2002,
Uzbekistan,Electric power consumption (kWh per capita),2002,1775.77027404
Uzbekistan,Energy use (kg of oil equivalent per capita),2002,2109.31946019
Uzbekistan,Exports of goods and services (% of GDP),2002,30.811468627199996
Uzbekistan,Imports of goods and services (% of GDP),2002,29.3457304212
Vanuatu,CO2 emissions (metric tons per capita),2002,0.434843805586
Vanuatu,Domestic credit provided by financial sector (% of GDP),2002,43.1330032281
Vanuatu,Electric power consumption (kWh per capita),2002,
Vanuatu,Energy use (kg of oil equivalent per capita),2002,
Vanuatu,Exports of goods and services (% of GDP),2002,42.3100071128
Vanuatu,Imports of goods and services (% of GDP),2002,49.387207966300004
"Venezuela, RB",CO2 emissions (metric tons per capita),2002,7.611158612710001
"Venezuela, RB",Domestic credit provided by financial sector (% of GDP),2002,15.266183173499998
"Venezuela, RB",Electric power consumption (kWh per capita),2002,2726.11560162
"Venezuela, RB",Energy use (kg of oil equivalent per capita),2002,2267.36858799
"Venezuela, RB",Exports of goods and services (% of GDP),2002,30.433570549200002
"Venezuela, RB",Imports of goods and services (% of GDP),2002,18.1421401002
Vietnam,CO2 emissions (metric tons per capita),2002,0.890220650082
Vietnam,Domestic credit provided by financial sector (% of GDP),2002,41.3782261889
Vietnam,Electric power consumption (kWh per capita),2002,387.03658768099996
Vietnam,Energy use (kg of oil equivalent per capita),2002,420.446832131
Vietnam,Exports of goods and services (% of GDP),2002,50.57930883189999
Vietnam,Imports of goods and services (% of GDP),2002,57.249342473999995
Virgin Islands,CO2 emissions (metric tons per capita),2002,
Virgin Islands,Domestic credit provided by financial sector (% of GDP),2002,
Virgin Islands,Electric power consumption (kWh per capita),2002,
Virgin Islands,Energy use (kg of oil equivalent per capita),2002,
Virgin Islands,Exports of goods and services (% of GDP),2002,
Virgin Islands,Imports of goods and services (% of GDP),2002,
West Bank and Gaza,CO2 emissions (metric tons per capita),2002,0.375598342055
West Bank and Gaza,Domestic credit provided by financial sector (% of GDP),2002,4.86995311814
West Bank and Gaza,Electric power consumption (kWh per capita),2002,
West Bank and Gaza,Energy use (kg of oil equivalent per capita),2002,
West Bank and Gaza,Exports of goods and services (% of GDP),2002,13.4372009869
West Bank and Gaza,Imports of goods and services (% of GDP),2002,62.815681689799995
"Yemen, Rep.",CO2 emissions (metric tons per capita),2002,0.837104492399
"Yemen, Rep.",Domestic credit provided by financial sector (% of GDP),2002,2.11293142145
"Yemen, Rep.",Electric power consumption (kWh per capita),2002,152.080779958
"Yemen, Rep.",Energy use (kg of oil equivalent per capita),2002,270.81312293599996
"Yemen, Rep.",Exports of goods and services (% of GDP),2002,37.0011932863
"Yemen, Rep.",Imports of goods and services (% of GDP),2002,37.7293055883
Zambia,CO2 emissions (metric tons per capita),2002,0.17808356533599998
Zambia,Domestic credit provided by financial sector (% of GDP),2002,41.3982780044
Zambia,Electric power consumption (kWh per capita),2002,634.381863232
Zambia,Energy use (kg of oil equivalent per capita),2002,598.548219754
Zambia,Exports of goods and services (% of GDP),2002,27.1336783309
Zambia,Imports of goods and services (% of GDP),2002,37.7828186682
Zimbabwe,CO2 emissions (metric tons per capita),2002,0.942795260834
Zimbabwe,Domestic credit provided by financial sector (% of GDP),2002,164.559046953
Zimbabwe,Electric power consumption (kWh per capita),2002,827.329873203
Zimbabwe,Energy use (kg of oil equivalent per capita),2002,772.6766193660001
Zimbabwe,Exports of goods and services (% of GDP),2002,31.8347988693
Zimbabwe,Imports of goods and services (% of GDP),2002,34.9725526955
Arab World,CO2 emissions (metric tons per capita),2007,4.13614535534
Arab World,Domestic credit provided by financial sector (% of GDP),2007,37.3375450639
Arab World,Electric power consumption (kWh per capita),2007,1992.42164476
Arab World,Energy use (kg of oil equivalent per capita),2007,1578.8806925000001
Arab World,Exports of goods and services (% of GDP),2007,53.7206413641
Arab World,Imports of goods and services (% of GDP),2007,39.7259686366
Caribbean small states,CO2 emissions (metric tons per capita),2007,9.896708706230001
Caribbean small states,Domestic credit provided by financial sector (% of GDP),2007,51.338857653299996
Caribbean small states,Electric power consumption (kWh per capita),2007,
Caribbean small states,Energy use (kg of oil equivalent per capita),2007,3923.68240346
Caribbean small states,Exports of goods and services (% of GDP),2007,52.10330504229999
Caribbean small states,Imports of goods and services (% of GDP),2007,50.4098056386
Central Europe and the Baltics,CO2 emissions (metric tons per capita),2007,7.266778191729999
Central Europe and the Baltics,Domestic credit provided by financial sector (% of GDP),2007,54.2969180298
Central Europe and the Baltics,Electric power consumption (kWh per capita),2007,3979.83855309
Central Europe and the Baltics,Energy use (kg of oil equivalent per capita),2007,2686.14645564
Central Europe and the Baltics,Exports of goods and services (% of GDP),2007,50.938709298999996
Central Europe and the Baltics,Imports of goods and services (% of GDP),2007,55.7156447224
Early-demographic dividend,CO2 emissions (metric tons per capita),2007,1.98445372522
Early-demographic dividend,Domestic credit provided by financial sector (% of GDP),2007,49.5676860232
Early-demographic dividend,Electric power consumption (kWh per capita),2007,926.601707152
Early-demographic dividend,Energy use (kg of oil equivalent per capita),2007,801.16768704
Early-demographic dividend,Exports of goods and services (% of GDP),2007,30.3972796939
Early-demographic dividend,Imports of goods and services (% of GDP),2007,28.8657514399
East Asia & Pacific,CO2 emissions (metric tons per capita),2007,4.81252041886
East Asia & Pacific,Domestic credit provided by financial sector (% of GDP),2007,188.45058915299998
East Asia & Pacific,Electric power consumption (kWh per capita),2007,2634.37235259
East Asia & Pacific,Energy use (kg of oil equivalent per capita),2007,1656.81942763
East Asia & Pacific,Exports of goods and services (% of GDP),2007,36.748817341700004
East Asia & Pacific,Imports of goods and services (% of GDP),2007,31.4907183341
East Asia & Pacific (excluding high income),CO2 emissions (metric tons per capita),2007,4.10113803204
East Asia & Pacific (excluding high income),Domestic credit provided by financial sector (% of GDP),2007,112.99328384200001
East Asia & Pacific (excluding high income),Electric power consumption (kWh per capita),2007,1868.67066742
East Asia & Pacific (excluding high income),Energy use (kg of oil equivalent per capita),2007,1324.77868382
East Asia & Pacific (excluding high income),Exports of goods and services (% of GDP),2007,39.573739449899996
East Asia & Pacific (excluding high income),Imports of goods and services (% of GDP),2007,31.342839537800003
East Asia & Pacific (IDA & IBRD countries),CO2 emissions (metric tons per capita),2007,4.11941618695
East Asia & Pacific (IDA & IBRD countries),Domestic credit provided by financial sector (% of GDP),2007,112.99328384200001
East Asia & Pacific (IDA & IBRD countries),Electric power consumption (kWh per capita),2007,1882.97207916
East Asia & Pacific (IDA & IBRD countries),Energy use (kg of oil equivalent per capita),2007,1332.00755178
East Asia & Pacific (IDA & IBRD countries),Exports of goods and services (% of GDP),2007,39.573739449899996
East Asia & Pacific (IDA & IBRD countries),Imports of goods and services (% of GDP),2007,31.342839537800003
Euro area,CO2 emissions (metric tons per capita),2007,8.11470424269
Euro area,Domestic credit provided by financial sector (% of GDP),2007,139.665396035
Euro area,Electric power consumption (kWh per capita),2007,6864.44846513
Euro area,Energy use (kg of oil equivalent per capita),2007,3741.37335193
Euro area,Exports of goods and services (% of GDP),2007,39.357857776399996
Euro area,Imports of goods and services (% of GDP),2007,37.896537686
Europe & Central Asia,CO2 emissions (metric tons per capita),2007,7.923665449
Europe & Central Asia,Domestic credit provided by financial sector (% of GDP),2007,129.394061158
Europe & Central Asia,Electric power consumption (kWh per capita),2007,5551.70264761
Europe & Central Asia,Energy use (kg of oil equivalent per capita),2007,3365.33106783
Europe & Central Asia,Exports of goods and services (% of GDP),2007,38.1498973039
Europe & Central Asia,Imports of goods and services (% of GDP),2007,36.6573101715
Europe & Central Asia (excluding high income),CO2 emissions (metric tons per capita),2007,7.683045852030001
Europe & Central Asia (excluding high income),Domestic credit provided by financial sector (% of GDP),2007,34.869490241
Europe & Central Asia (excluding high income),Electric power consumption (kWh per capita),2007,4029.71565329
Europe & Central Asia (excluding high income),Energy use (kg of oil equivalent per capita),2007,3027.07763509
Europe & Central Asia (excluding high income),Exports of goods and services (% of GDP),2007,31.710368876700002
Europe & Central Asia (excluding high income),Imports of goods and services (% of GDP),2007,30.3809594523
Europe & Central Asia (IDA & IBRD countries),CO2 emissions (metric tons per capita),2007,7.70795676905
Europe & Central Asia (IDA & IBRD countries),Domestic credit provided by financial sector (% of GDP),2007,37.3614108465
Europe & Central Asia (IDA & IBRD countries),Electric power consumption (kWh per capita),2007,3994.62463062
Europe & Central Asia (IDA & IBRD countries),Energy use (kg of oil equivalent per capita),2007,2974.0377457
Europe & Central Asia (IDA & IBRD countries),Exports of goods and services (% of GDP),2007,32.7938441604
Europe & Central Asia (IDA & IBRD countries),Imports of goods and services (% of GDP),2007,32.2930346645
European Union,CO2 emissions (metric tons per capita),2007,7.9963718463
European Union,Domestic credit provided by financial sector (% of GDP),2007,141.222456679
European Union,Electric power consumption (kWh per capita),2007,6368.82825611
European Union,Energy use (kg of oil equivalent per capita),2007,3528.05981434
European Union,Exports of goods and services (% of GDP),2007,38.2800330647
European Union,Imports of goods and services (% of GDP),2007,37.5853621893
Fragile and conflict affected situations,CO2 emissions (metric tons per capita),2007,0.719093958882
Fragile and conflict affected situations,Domestic credit provided by financial sector (% of GDP),2007,10.0555707122
Fragile and conflict affected situations,Electric power consumption (kWh per capita),2007,442.46437711699997
Fragile and conflict affected situations,Energy use (kg of oil equivalent per capita),2007,532.883619481
Fragile and conflict affected situations,Exports of goods and services (% of GDP),2007,37.9783578026
Fragile and conflict affected situations,Imports of goods and services (% of GDP),2007,33.8516143516
Heavily indebted poor countries (HIPC),CO2 emissions (metric tons per capita),2007,0.19959565274500002
Heavily indebted poor countries (HIPC),Domestic credit provided by financial sector (% of GDP),2007,19.6877852583
Heavily indebted poor countries (HIPC),Electric power consumption (kWh per capita),2007,167.024487255
Heavily indebted poor countries (HIPC),Energy use (kg of oil equivalent per capita),2007,387.341964064
Heavily indebted poor countries (HIPC),Exports of goods and services (% of GDP),2007,29.131000001300002
Heavily indebted poor countries (HIPC),Imports of goods and services (% of GDP),2007,38.419766919000004
High income,CO2 emissions (metric tons per capita),2007,12.1624393096
High income,Domestic credit provided by financial sector (% of GDP),2007,187.46585167
High income,Electric power consumption (kWh per capita),2007,9351.93639152
High income,Energy use (kg of oil equivalent per capita),2007,5108.38676563
High income,Exports of goods and services (% of GDP),2007,29.6045147142
High income,Imports of goods and services (% of GDP),2007,29.45373636
IBRD only,CO2 emissions (metric tons per capita),2007,3.6876210820599997
IBRD only,Domestic credit provided by financial sector (% of GDP),2007,73.4611928358
IBRD only,Electric power consumption (kWh per capita),2007,1785.38914963
IBRD only,Energy use (kg of oil equivalent per capita),2007,1310.57268613
IBRD only,Exports of goods and services (% of GDP),2007,32.3428851715
IBRD only,Imports of goods and services (% of GDP),2007,28.1979349906
IDA & IBRD total,CO2 emissions (metric tons per capita),2007,2.9137853584599998
IDA & IBRD total,Domestic credit provided by financial sector (% of GDP),2007,70.6756989918
IDA & IBRD total,Electric power consumption (kWh per capita),2007,1467.44332868
IDA & IBRD total,Energy use (kg of oil equivalent per capita),2007,1127.26647411
IDA & IBRD total,Exports of goods and services (% of GDP),2007,32.179563419699996
IDA & IBRD total,Imports of goods and services (% of GDP),2007,28.8004510873
IDA blend,CO2 emissions (metric tons per capita),2007,1.08581493255
IDA blend,Domestic credit provided by financial sector (% of GDP),2007,40.6477251076
IDA blend,Electric power consumption (kWh per capita),2007,496.530893166
IDA blend,Energy use (kg of oil equivalent per capita),2007,663.53443801
IDA blend,Exports of goods and services (% of GDP),2007,34.8678407774
IDA blend,Imports of goods and services (% of GDP),2007,39.014190711
IDA only,CO2 emissions (metric tons per capita),2007,0.308994529123
IDA only,Domestic credit provided by financial sector (% of GDP),2007,26.0161535561
IDA only,Electric power consumption (kWh per capita),2007,231.497382472
IDA only,Energy use (kg of oil equivalent per capita),2007,357.54974930599997
IDA only,Exports of goods and services (% of GDP),2007,25.292324502800003
IDA only,Imports of goods and services (% of GDP),2007,34.5066062984
IDA total,CO2 emissions (metric tons per capita),2007,0.588981989743
IDA total,Domestic credit provided by financial sector (% of GDP),2007,32.9903518734
IDA total,Electric power consumption (kWh per capita),2007,341.511106642
IDA total,Energy use (kg of oil equivalent per capita),2007,483.836090366
IDA total,Exports of goods and services (% of GDP),2007,30.028475808499998
IDA total,Imports of goods and services (% of GDP),2007,36.7361050731
Late-demographic dividend,CO2 emissions (metric tons per capita),2007,5.1484688279
Late-demographic dividend,Domestic credit provided by financial sector (% of GDP),2007,92.595556446
Late-demographic dividend,Electric power consumption (kWh per capita),2007,2556.69391239
Late-demographic dividend,Energy use (kg of oil equivalent per capita),2007,1753.15448787
Late-demographic dividend,Exports of goods and services (% of GDP),2007,37.1551611623
Late-demographic dividend,Imports of goods and services (% of GDP),2007,30.696529963499998
Latin America & Caribbean,CO2 emissions (metric tons per capita),2007,2.7394570964700002
Latin America & Caribbean,Domestic credit provided by financial sector (% of GDP),2007,56.7020254839
Latin America & Caribbean,Electric power consumption (kWh per capita),2007,1825.81997774
Latin America & Caribbean,Energy use (kg of oil equivalent per capita),2007,1253.78231118
Latin America & Caribbean,Exports of goods and services (% of GDP),2007,23.392076937600002
Latin America & Caribbean,Imports of goods and services (% of GDP),2007,22.1202483176
Latin America & Caribbean (excluding high income),CO2 emissions (metric tons per capita),2007,2.5857746605400003
Latin America & Caribbean (excluding high income),Domestic credit provided by financial sector (% of GDP),2007,55.586179889899995
Latin America & Caribbean (excluding high income),Electric power consumption (kWh per capita),2007,1765.84955048
Latin America & Caribbean (excluding high income),Energy use (kg of oil equivalent per capita),2007,1201.13916199
Latin America & Caribbean (excluding high income),Exports of goods and services (% of GDP),2007,21.419285713599997
Latin America & Caribbean (excluding high income),Imports of goods and services (% of GDP),2007,20.866502308599998
Latin America & the Caribbean (IDA & IBRD countries),CO2 emissions (metric tons per capita),2007,2.71768032225
